"9990943087"	16
"983906701X"	43
"9795713116"	32
"9798496299"	16
"9992813636"	49
"9798496353"	32
"9971950693"	48
"9979308591"	49
"9879561791"	30
"9977961018"	39
"9968311820"	48
"9965009279"	31
"9968707007"	27
"9974393213"	50
"9823220018"	12
"9799699082008"	42
"985648815X"	45
"9806266129"	14
"9794166502"	45
"9789999468695"	50
"9986557011"	43
"9978963782"	39
"9972925773"	31
"9792042172"	39
"9966984615"	25
"9789999995641"	50
"9794620807"	18
"986124445X"	25
"9810234171"	22
"9989157154"	16
"9860023794"	31
"9870506895"	18
"9992145374"	31
"9965910375"	41
"9954496122"	27
"9879415124"	18
"9861311467"	8
"9794201189"	46
"9971691361"	35
"9991137319"	9
"9971400995"	51
"9802950262"	31
"9964720475"	19
"9960020274"	53
"9810210906"	28
"9960141535"	25
"9799981611"	51
"9797594823"	16
"9879717104"	42
"9991706070"	45
"9789998992764"	42
"9810537964"	47
"9994672932"	17
"9987220207"	37
"9800000941"	50
"9994055461"	31
"9879449460"	20
"9985862309"	43
"9856524423"	26
"9792214135"	23
"9792556915"	22
"9879416058"	10
"9959291057"	50
"9994134388"	22
"979805900X"	38
"9867607325"	27
"9990575290"	14
"9810090315"	42
"9994393405"	35
"9993530360"	31
"9961541766"	51
"9871110324"	24
"9789999513104"	20
"9978722645"	24
"9989613788"	19
"9867908821"	22
"9992619104"	14
"9802590908"	36
"9974577357"	26
"9871010141"	11
"9991621245"	11
"995336706X"	19
"9968776211"	13
"9803662651"	10
"9879248112"	31
"9992910445"	18
"9792430091"	18
"9984000656"	14
"9810489412"	41
"9992265116"	21
"9789999175708"	51
"9960827135"	26
"9832535522"	11
"9972462226"	25
"979938821X"	10
"9966219072"	53
"9953181217"	29
"9960897990"	41
"9960350169"	34
"9834084900"	45
"9847009300073"	24
"9966973214"	19
"9991130306"	31
"9994081365"	49
"9836271562"	45
"9789998379534"	30
"9799895014"	29
"9794140783"	35
"9813002581"	14
"9802711381"	22
"9974391695"	24
"9871203667"	10
"9955692146"	47
"9799375010"	35
"9848363262"	53
"9803321374"	18
"9973101421"	32
"9964901895"	46
"9879017560"	53
"9966918183"	15
"9864194380"	44
"9974570166"	34
"9793589639"	14
"9793797193"	30
"9861200738"	44
"9799782742"	18
"9975614051"	33
"9870200656"	20
"995030301X"	23
"9867359232"	28
"9864159607"	33
"9789999772358"	8
"9992584009"	26
"9806025377"	52
"986424177X"	36
"9810541198"	42
"9810216688"	33
"9958981513"	24
"9803007084"	13
"9972510336"	24
"9962000831"	32
"9953331596"	43
"9793770406"	28
"9871172052"	45
"9962623286"	50
"9797991016"	33
"9867799208"	22
"9977301131"	30
"9973111141"	17
"9992905573"	34
"9799297117"	47
"9960419002"	17
"9986498244"	7
"9875502863"	17
"9810216084"	39
"9799552044"	23
"9851403105"	30
"9800717455"	28
"9974573114"	39
"985482022X"	37
"9829062015"	30
"9953360618"	21
"9990836019"	35
"9800776974"	21
"9806050819"	33
"9981260371"	12
"9974397677"	49
"9989676321"	16
"9974203732"	48
"9789999710718"	23
"9799959843104"	27
"9797960072"	29
"9789999440578"	24
"9978044094"	44
"981020292X"	12
"996670910X"	17
"9961520254"	46
"9971651815"	44
"9812480730"	9
"9790700185190"	18
"9793204184"	11
"9974203694"	26
"999170521X"	50
"9992800542"	17
